"local_date_time","UTC_date_time","height","phenomenon"
2018-03-22 05:35:00,2018-03-22 05:35:00,3.2,"high-tide"
2018-03-22 11:25:00,2018-03-22 11:25:00,0.8,"low-tide"
2018-03-22 17:58:00,2018-03-22 17:58:00,3.1,"high-tide"
2018-03-22 23:50:00,2018-03-22 23:50:00,0.9,"low-tide"
2018-03-23 06:24:00,2018-03-23 06:24:00,3,"high-tide"
2018-03-23 12:14:00,2018-03-23 12:14:00,1,"low-tide"
2018-03-23 18:51:00,2018-03-23 18:51:00,2.9,"high-tide"
2018-03-24 00:48:00,2018-03-24 00:48:00,1.1,"low-tide"
2018-03-24 07:27:00,2018-03-24 07:27:00,2.8,"high-tide"
2018-03-24 13:18:00,2018-03-24 13:18:00,1.2,"low-tide"
2018-03-24 20:02:00,2018-03-24 20:02:00,2.8,"high-tide"
2018-03-25 03:07:00,2018-03-25 02:07:00,1.2,"low-tide"
2018-03-25 09:49:00,2018-03-25 08:49:00,2.7,"high-tide"
2018-03-25 15:46:00,2018-03-25 14:46:00,1.3,"low-tide"
2018-03-25 22:29:00,2018-03-25 21:29:00,2.8,"high-tide"
2018-03-26 04:48:00,2018-03-26 03:48:00,1.2,"low-tide"
2018-03-26 11:17:00,2018-03-26 10:17:00,2.7,"high-tide"
2018-03-26 17:23:00,2018-03-26 16:23:00,1.3,"low-tide"
2018-03-26 23:50:00,2018-03-26 22:50:00,2.9,"high-tide"
2018-03-27 06:10:00,2018-03-27 05:10:00,1,"low-tide"
2018-03-27 12:30:00,2018-03-27 11:30:00,2.9,"high-tide"
2018-03-27 18:33:00,2018-03-27 17:33:00,1.1,"low-tide"
2018-03-28 00:55:00,2018-03-27 23:55:00,3.1,"high-tide"
2018-03-28 07:09:00,2018-03-28 06:09:00,0.8,"low-tide"
2018-03-28 13:27:00,2018-03-28 12:27:00,3.1,"high-tide"
2018-03-28 19:27:00,2018-03-28 18:27:00,0.8,"low-tide"
2018-03-29 01:49:00,2018-03-29 00:49:00,3.3,"high-tide"
2018-03-29 07:57:00,2018-03-29 06:57:00,0.6,"low-tide"
2018-03-29 14:15:00,2018-03-29 13:15:00,3.3,"high-tide"
2018-03-29 20:12:00,2018-03-29 19:12:00,0.6,"low-tide"
2018-03-30 02:36:00,2018-03-30 01:36:00,3.5,"high-tide"
2018-03-30 08:40:00,2018-03-30 07:40:00,0.5,"low-tide"
2018-03-30 14:59:00,2018-03-30 13:59:00,3.4,"high-tide"
2018-03-30 20:54:00,2018-03-30 19:54:00,0.5,"low-tide"
2018-03-31 03:20:00,2018-03-31 02:20:00,3.6,"high-tide"
2018-03-31 09:19:00,2018-03-31 08:19:00,0.4,"low-tide"
2018-03-31 15:40:00,2018-03-31 14:40:00,3.5,"high-tide"
2018-03-31 21:33:00,2018-03-31 20:33:00,0.4,"low-tide"
2018-04-01 04:01:00,2018-04-01 03:01:00,3.6,"high-tide"
2018-04-01 09:56:00,2018-04-01 08:56:00,0.4,"low-tide"
2018-04-01 16:19:00,2018-04-01 15:19:00,3.4,"high-tide"
2018-04-01 22:09:00,2018-04-01 21:09:00,0.4,"low-tide"
2018-04-02 04:39:00,2018-04-02 03:39:00,3.5,"high-tide"
2018-04-02 10:30:00,2018-04-02 09:30:00,0.5,"low-tide"
2018-04-02 16:56:00,2018-04-02 15:56:00,3.4,"high-tide"
2018-04-02 22:45:00,2018-04-02 21:45:00,0.5,"low-tide"
2018-04-03 05:16:00,2018-04-03 04:16:00,3.4,"high-tide"
2018-04-03 11:04:00,2018-04-03 10:04:00,0.6,"low-tide"
2018-04-03 17:32:00,2018-04-03 16:32:00,3.3,"high-tide"
2018-04-03 23:20:00,2018-04-03 22:20:00,0.7,"low-tide"
2018-04-04 05:52:00,2018-04-04 04:52:00,3.2,"high-tide"
2018-04-04 11:37:00,2018-04-04 10:37:00,0.8,"low-tide"
2018-04-04 18:08:00,2018-04-04 17:08:00,3.1,"high-tide"
2018-04-04 23:55:00,2018-04-04 22:55:00,0.9,"low-tide"
2018-04-05 06:29:00,2018-04-05 05:29:00,3,"high-tide"
2018-04-05 12:10:00,2018-04-05 11:10:00,1,"low-tide"
2018-04-05 18:45:00,2018-04-05 17:45:00,2.9,"high-tide"
2018-04-06 00:34:00,2018-04-05 23:34:00,1.1,"low-tide"
2018-04-06 07:08:00,2018-04-06 06:08:00,2.7,"high-tide"
2018-04-06 12:48:00,2018-04-06 11:48:00,1.3,"low-tide"
2018-04-06 19:28:00,2018-04-06 18:28:00,2.8,"high-tide"
2018-04-07 01:22:00,2018-04-07 00:22:00,1.3,"low-tide"
2018-04-07 07:57:00,2018-04-07 06:57:00,2.5,"high-tide"
2018-04-07 13:38:00,2018-04-07 12:38:00,1.5,"low-tide"
2018-04-07 20:26:00,2018-04-07 19:26:00,2.6,"high-tide"
2018-04-08 02:33:00,2018-04-08 01:33:00,1.5,"low-tide"
2018-04-08 09:08:00,2018-04-08 08:08:00,2.4,"high-tide"
2018-04-08 14:58:00,2018-04-08 13:58:00,1.6,"low-tide"
2018-04-08 21:45:00,2018-04-08 20:45:00,2.5,"high-tide"
2018-04-09 04:20:00,2018-04-09 03:20:00,1.5,"low-tide"
2018-04-09 10:36:00,2018-04-09 09:36:00,2.4,"high-tide"
2018-04-09 16:47:00,2018-04-09 15:47:00,1.6,"low-tide"
2018-04-09 23:07:00,2018-04-09 22:07:00,2.6,"high-tide"
2018-04-10 05:40:00,2018-04-10 04:40:00,1.4,"low-tide"
2018-04-10 11:52:00,2018-04-10 10:52:00,2.5,"high-tide"
2018-04-10 17:58:00,2018-04-10 16:58:00,1.5,"low-tide"
2018-04-11 00:12:00,2018-04-10 23:12:00,2.7,"high-tide"
2018-04-11 06:33:00,2018-04-11 05:33:00,1.3,"low-tide"
2018-04-11 12:45:00,2018-04-11 11:45:00,2.7,"high-tide"
2018-04-11 18:46:00,2018-04-11 17:46:00,1.3,"low-tide"
2018-04-12 01:01:00,2018-04-12 00:01:00,2.9,"high-tide"
2018-04-12 07:13:00,2018-04-12 06:13:00,1.1,"low-tide"
2018-04-12 13:27:00,2018-04-12 12:27:00,2.9,"high-tide"
2018-04-12 19:24:00,2018-04-12 18:24:00,1.1,"low-tide"
2018-04-13 01:43:00,2018-04-13 00:43:00,3,"high-tide"
2018-04-13 07:48:00,2018-04-13 06:48:00,0.9,"low-tide"
2018-04-13 14:05:00,2018-04-13 13:05:00,3.1,"high-tide"
2018-04-13 19:59:00,2018-04-13 18:59:00,0.9,"low-tide"
2018-04-14 02:21:00,2018-04-14 01:21:00,3.2,"high-tide"
2018-04-14 08:21:00,2018-04-14 07:21:00,0.7,"low-tide"
2018-04-14 14:42:00,2018-04-14 13:42:00,3.2,"high-tide"
2018-04-14 20:34:00,2018-04-14 19:34:00,0.7,"low-tide"
2018-04-15 02:59:00,2018-04-15 01:59:00,3.3,"high-tide"
2018-04-15 08:55:00,2018-04-15 07:55:00,0.6,"low-tide"
2018-04-15 15:19:00,2018-04-15 14:19:00,3.4,"high-tide"
2018-04-15 21:10:00,2018-04-15 20:10:00,0.5,"low-tide"
2018-04-16 03:37:00,2018-04-16 02:37:00,3.4,"high-tide"
2018-04-16 09:29:00,2018-04-16 08:29:00,0.5,"low-tide"
2018-04-16 15:56:00,2018-04-16 14:56:00,3.4,"high-tide"
2018-04-16 21:46:00,2018-04-16 20:46:00,0.4,"low-tide"
2018-04-17 04:15:00,2018-04-17 03:15:00,3.5,"high-tide"
2018-04-17 10:06:00,2018-04-17 09:06:00,0.4,"low-tide"
2018-04-17 16:35:00,2018-04-17 15:35:00,3.5,"high-tide"
2018-04-17 22:25:00,2018-04-17 21:25:00,0.4,"low-tide"
2018-04-18 04:55:00,2018-04-18 03:55:00,3.5,"high-tide"
2018-04-18 10:43:00,2018-04-18 09:43:00,0.5,"low-tide"
2018-04-18 17:15:00,2018-04-18 16:15:00,3.4,"high-tide"
2018-04-18 23:05:00,2018-04-18 22:05:00,0.5,"low-tide"
2018-04-19 05:37:00,2018-04-19 04:37:00,3.4,"high-tide"
2018-04-19 11:24:00,2018-04-19 10:24:00,0.6,"low-tide"
2018-04-19 17:57:00,2018-04-19 16:57:00,3.3,"high-tide"
2018-04-19 23:49:00,2018-04-19 22:49:00,0.6,"low-tide"
2018-04-20 06:22:00,2018-04-20 05:22:00,3.2,"high-tide"
2018-04-20 12:08:00,2018-04-20 11:08:00,0.8,"low-tide"
2018-04-20 18:45:00,2018-04-20 17:45:00,3.2,"high-tide"
2018-04-21 00:39:00,2018-04-20 23:39:00,0.8,"low-tide"
2018-04-21 07:15:00,2018-04-21 06:15:00,3,"high-tide"
2018-04-21 12:59:00,2018-04-21 11:59:00,1,"low-tide"
2018-04-21 19:41:00,2018-04-21 18:41:00,3,"high-tide"
2018-04-22 01:40:00,2018-04-22 00:40:00,1,"low-tide"
2018-04-22 08:21:00,2018-04-22 07:21:00,2.8,"high-tide"
2018-04-22 14:05:00,2018-04-22 13:05:00,1.2,"low-tide"
2018-04-22 20:52:00,2018-04-22 19:52:00,2.9,"high-tide"
2018-04-23 03:02:00,2018-04-23 02:02:00,1.1,"low-tide"
2018-04-23 09:41:00,2018-04-23 08:41:00,2.7,"high-tide"
2018-04-23 15:34:00,2018-04-23 14:34:00,1.3,"low-tide"
2018-04-23 22:14:00,2018-04-23 21:14:00,2.9,"high-tide"
2018-04-24 04:38:00,2018-04-24 03:38:00,1.1,"low-tide"
2018-04-24 11:04:00,2018-04-24 10:04:00,2.7,"high-tide"
2018-04-24 17:07:00,2018-04-24 16:07:00,1.3,"low-tide"
2018-04-24 23:32:00,2018-04-24 22:32:00,3,"high-tide"
2018-04-25 05:53:00,2018-04-25 04:53:00,1,"low-tide"
2018-04-25 12:14:00,2018-04-25 11:14:00,2.9,"high-tide"
2018-04-25 18:14:00,2018-04-25 17:14:00,1.1,"low-tide"
2018-04-26 00:35:00,2018-04-25 23:35:00,3.1,"high-tide"
2018-04-26 06:49:00,2018-04-26 05:49:00,0.8,"low-tide"
2018-04-26 13:08:00,2018-04-26 12:08:00,3,"high-tide"
2018-04-26 19:07:00,2018-04-26 18:07:00,0.9,"low-tide"
2018-04-27 01:28:00,2018-04-27 00:28:00,3.2,"high-tide"
2018-04-27 07:35:00,2018-04-27 06:35:00,0.7,"low-tide"
2018-04-27 13:54:00,2018-04-27 12:54:00,3.2,"high-tide"
2018-04-27 19:51:00,2018-04-27 18:51:00,0.7,"low-tide"
2018-04-28 02:14:00,2018-04-28 01:14:00,3.4,"high-tide"
2018-04-28 08:16:00,2018-04-28 07:16:00,0.6,"low-tide"
2018-04-28 14:36:00,2018-04-28 13:36:00,3.3,"high-tide"
2018-04-28 20:32:00,2018-04-28 19:32:00,0.6,"low-tide"
2018-04-29 02:56:00,2018-04-29 01:56:00,3.4,"high-tide"
2018-04-29 08:54:00,2018-04-29 07:54:00,0.6,"low-tide"
2018-04-29 15:16:00,2018-04-29 14:16:00,3.4,"high-tide"
2018-04-29 21:11:00,2018-04-29 20:11:00,0.6,"low-tide"
2018-04-30 03:36:00,2018-04-30 02:36:00,3.4,"high-tide"
2018-04-30 09:30:00,2018-04-30 08:30:00,0.6,"low-tide"
2018-04-30 15:54:00,2018-04-30 14:54:00,3.4,"high-tide"
2018-04-30 21:47:00,2018-04-30 20:47:00,0.6,"low-tide"
2018-05-01 04:14:00,2018-05-01 03:14:00,3.3,"high-tide"
2018-05-01 10:04:00,2018-05-01 09:04:00,0.6,"low-tide"
2018-05-01 16:30:00,2018-05-01 15:30:00,3.3,"high-tide"
2018-05-01 22:22:00,2018-05-01 21:22:00,0.7,"low-tide"
2018-05-02 04:50:00,2018-05-02 03:50:00,3.2,"high-tide"
2018-05-02 10:36:00,2018-05-02 09:36:00,0.8,"low-tide"
2018-05-02 17:06:00,2018-05-02 16:06:00,3.2,"high-tide"
2018-05-02 22:57:00,2018-05-02 21:57:00,0.8,"low-tide"
2018-05-03 05:25:00,2018-05-03 04:25:00,3.1,"high-tide"
2018-05-03 11:08:00,2018-05-03 10:08:00,0.9,"low-tide"
2018-05-03 17:41:00,2018-05-03 16:41:00,3.1,"high-tide"
2018-05-03 23:32:00,2018-05-03 22:32:00,0.9,"low-tide"
2018-05-04 06:00:00,2018-05-04 05:00:00,2.9,"high-tide"
2018-05-04 11:40:00,2018-05-04 10:40:00,1.1,"low-tide"
2018-05-04 18:17:00,2018-05-04 17:17:00,3,"high-tide"
2018-05-05 00:09:00,2018-05-04 23:09:00,1.1,"low-tide"
2018-05-05 06:38:00,2018-05-05 05:38:00,2.7,"high-tide"
2018-05-05 12:16:00,2018-05-05 11:16:00,1.2,"low-tide"
2018-05-05 18:56:00,2018-05-05 17:56:00,2.8,"high-tide"
2018-05-06 00:54:00,2018-05-05 23:54:00,1.3,"low-tide"
2018-05-06 07:23:00,2018-05-06 06:23:00,2.6,"high-tide"
2018-05-06 13:01:00,2018-05-06 12:01:00,1.4,"low-tide"
2018-05-06 19:46:00,2018-05-06 18:46:00,2.7,"high-tide"
2018-05-07 01:54:00,2018-05-07 00:54:00,1.4,"low-tide"
2018-05-07 08:24:00,2018-05-07 07:24:00,2.5,"high-tide"
2018-05-07 14:06:00,2018-05-07 13:06:00,1.5,"low-tide"
2018-05-07 20:54:00,2018-05-07 19:54:00,2.6,"high-tide"
2018-05-08 03:15:00,2018-05-08 02:15:00,1.5,"low-tide"
2018-05-08 09:43:00,2018-05-08 08:43:00,2.4,"high-tide"
2018-05-08 15:35:00,2018-05-08 14:35:00,1.6,"low-tide"
2018-05-08 22:11:00,2018-05-08 21:11:00,2.6,"high-tide"
2018-05-09 04:38:00,2018-05-09 03:38:00,1.4,"low-tide"
2018-05-09 10:59:00,2018-05-09 09:59:00,2.5,"high-tide"
2018-05-09 16:59:00,2018-05-09 15:59:00,1.5,"low-tide"
2018-05-09 23:20:00,2018-05-09 22:20:00,2.7,"high-tide"
2018-05-10 05:40:00,2018-05-10 04:40:00,1.3,"low-tide"
2018-05-10 11:59:00,2018-05-10 10:59:00,2.7,"high-tide"
2018-05-10 17:57:00,2018-05-10 16:57:00,1.3,"low-tide"
2018-05-11 00:15:00,2018-05-10 23:15:00,2.8,"high-tide"
2018-05-11 06:26:00,2018-05-11 05:26:00,1.1,"low-tide"
2018-05-11 12:47:00,2018-05-11 11:47:00,2.8,"high-tide"
2018-05-11 18:43:00,2018-05-11 17:43:00,1.1,"low-tide"
2018-05-12 01:02:00,2018-05-12 00:02:00,3,"high-tide"
2018-05-12 07:07:00,2018-05-12 06:07:00,0.9,"low-tide"
2018-05-12 13:29:00,2018-05-12 12:29:00,3,"high-tide"
2018-05-12 19:24:00,2018-05-12 18:24:00,0.9,"low-tide"
2018-05-13 01:45:00,2018-05-13 00:45:00,3.2,"high-tide"
2018-05-13 07:45:00,2018-05-13 06:45:00,0.7,"low-tide"
2018-05-13 14:09:00,2018-05-13 13:09:00,3.2,"high-tide"
2018-05-13 20:04:00,2018-05-13 19:04:00,0.7,"low-tide"
2018-05-14 02:27:00,2018-05-14 01:27:00,3.3,"high-tide"
2018-05-14 08:24:00,2018-05-14 07:24:00,0.6,"low-tide"
2018-05-14 14:50:00,2018-05-14 13:50:00,3.4,"high-tide"
2018-05-14 20:44:00,2018-05-14 19:44:00,0.6,"low-tide"
2018-05-15 03:10:00,2018-05-15 02:10:00,3.4,"high-tide"
2018-05-15 09:03:00,2018-05-15 08:03:00,0.5,"low-tide"
2018-05-15 15:32:00,2018-05-15 14:32:00,3.5,"high-tide"
2018-05-15 21:25:00,2018-05-15 20:25:00,0.4,"low-tide"
2018-05-16 03:53:00,2018-05-16 02:53:00,3.5,"high-tide"
2018-05-16 09:44:00,2018-05-16 08:44:00,0.4,"low-tide"
2018-05-16 16:15:00,2018-05-16 15:15:00,3.5,"high-tide"
2018-05-16 22:08:00,2018-05-16 21:08:00,0.4,"low-tide"
2018-05-17 04:37:00,2018-05-17 03:37:00,3.4,"high-tide"
2018-05-17 10:25:00,2018-05-17 09:25:00,0.5,"low-tide"
2018-05-17 16:59:00,2018-05-17 15:59:00,3.5,"high-tide"
2018-05-17 22:52:00,2018-05-17 21:52:00,0.4,"low-tide"
2018-05-18 05:24:00,2018-05-18 04:24:00,3.4,"high-tide"
2018-05-18 11:09:00,2018-05-18 10:09:00,0.6,"low-tide"
2018-05-18 17:46:00,2018-05-18 16:46:00,3.4,"high-tide"
2018-05-18 23:40:00,2018-05-18 22:40:00,0.6,"low-tide"
2018-05-19 06:13:00,2018-05-19 05:13:00,3.2,"high-tide"
2018-05-19 11:56:00,2018-05-19 10:56:00,0.8,"low-tide"
2018-05-19 18:37:00,2018-05-19 17:37:00,3.3,"high-tide"
2018-05-20 00:33:00,2018-05-19 23:33:00,0.7,"low-tide"
2018-05-20 07:09:00,2018-05-20 06:09:00,3,"high-tide"
2018-05-20 12:50:00,2018-05-20 11:50:00,1,"low-tide"
2018-05-20 19:35:00,2018-05-20 18:35:00,3.2,"high-tide"
2018-05-21 01:36:00,2018-05-21 00:36:00,0.9,"low-tide"
2018-05-21 08:13:00,2018-05-21 07:13:00,2.9,"high-tide"
2018-05-21 13:55:00,2018-05-21 12:55:00,1.2,"low-tide"
2018-05-21 20:41:00,2018-05-21 19:41:00,3,"high-tide"
2018-05-22 02:52:00,2018-05-22 01:52:00,1,"low-tide"
2018-05-22 09:26:00,2018-05-22 08:26:00,2.8,"high-tide"
2018-05-22 15:15:00,2018-05-22 14:15:00,1.3,"low-tide"
2018-05-22 21:54:00,2018-05-22 20:54:00,3,"high-tide"
2018-05-23 04:14:00,2018-05-23 03:14:00,1.1,"low-tide"
2018-05-23 10:41:00,2018-05-23 09:41:00,2.8,"high-tide"
2018-05-23 16:39:00,2018-05-23 15:39:00,1.3,"low-tide"
2018-05-23 23:06:00,2018-05-23 22:06:00,3,"high-tide"
2018-05-24 05:26:00,2018-05-24 04:26:00,1,"low-tide"
2018-05-24 11:47:00,2018-05-24 10:47:00,2.9,"high-tide"
2018-05-24 17:47:00,2018-05-24 16:47:00,1.2,"low-tide"
2018-05-25 00:09:00,2018-05-24 23:09:00,3,"high-tide"
2018-05-25 06:22:00,2018-05-25 05:22:00,0.9,"low-tide"
2018-05-25 12:42:00,2018-05-25 11:42:00,3,"high-tide"
2018-05-25 18:42:00,2018-05-25 17:42:00,1,"low-tide"
2018-05-26 01:02:00,2018-05-26 00:02:00,3.1,"high-tide"
2018-05-26 07:09:00,2018-05-26 06:09:00,0.9,"low-tide"
2018-05-26 13:29:00,2018-05-26 12:29:00,3.1,"high-tide"
2018-05-26 19:29:00,2018-05-26 18:29:00,0.9,"low-tide"
2018-05-27 01:49:00,2018-05-27 00:49:00,3.2,"high-tide"
2018-05-27 07:51:00,2018-05-27 06:51:00,0.8,"low-tide"
2018-05-27 14:11:00,2018-05-27 13:11:00,3.2,"high-tide"
2018-05-27 20:11:00,2018-05-27 19:11:00,0.8,"low-tide"
2018-05-28 02:32:00,2018-05-28 01:32:00,3.2,"high-tide"
2018-05-28 08:30:00,2018-05-28 07:30:00,0.8,"low-tide"
2018-05-28 14:52:00,2018-05-28 13:52:00,3.2,"high-tide"
2018-05-28 20:51:00,2018-05-28 19:51:00,0.8,"low-tide"
2018-05-29 03:12:00,2018-05-29 02:12:00,3.2,"high-tide"
2018-05-29 09:06:00,2018-05-29 08:06:00,0.8,"low-tide"
2018-05-29 15:31:00,2018-05-29 14:31:00,3.3,"high-tide"
2018-05-29 21:28:00,2018-05-29 20:28:00,0.8,"low-tide"
2018-05-30 03:51:00,2018-05-30 02:51:00,3.1,"high-tide"
2018-05-30 09:40:00,2018-05-30 08:40:00,0.8,"low-tide"
2018-05-30 16:08:00,2018-05-30 15:08:00,3.2,"high-tide"
2018-05-30 22:04:00,2018-05-30 21:04:00,0.8,"low-tide"
2018-05-31 04:27:00,2018-05-31 03:27:00,3.1,"high-tide"
2018-05-31 10:13:00,2018-05-31 09:13:00,0.8,"low-tide"
2018-05-31 16:44:00,2018-05-31 15:44:00,3.2,"high-tide"
2018-05-31 22:38:00,2018-05-31 21:38:00,0.8,"low-tide"
2018-06-01 05:02:00,2018-06-01 04:02:00,3,"high-tide"
2018-06-01 10:45:00,2018-06-01 09:45:00,0.9,"low-tide"
2018-06-01 17:19:00,2018-06-01 16:19:00,3.1,"high-tide"
2018-06-01 23:13:00,2018-06-01 22:13:00,0.9,"low-tide"
2018-06-02 05:37:00,2018-06-02 04:37:00,2.9,"high-tide"
2018-06-02 11:17:00,2018-06-02 10:17:00,1,"low-tide"
2018-06-02 17:54:00,2018-06-02 16:54:00,3,"high-tide"
2018-06-02 23:49:00,2018-06-02 22:49:00,1,"low-tide"
2018-06-03 06:14:00,2018-06-03 05:14:00,2.8,"high-tide"
2018-06-03 11:53:00,2018-06-03 10:53:00,1.1,"low-tide"
2018-06-03 18:32:00,2018-06-03 17:32:00,2.9,"high-tide"
2018-06-04 00:30:00,2018-06-03 23:30:00,1.1,"low-tide"
2018-06-04 06:55:00,2018-06-04 05:55:00,2.7,"high-tide"
2018-06-04 12:35:00,2018-06-04 11:35:00,1.3,"low-tide"
2018-06-04 19:16:00,2018-06-04 18:16:00,2.8,"high-tide"
2018-06-05 01:19:00,2018-06-05 00:19:00,1.2,"low-tide"
2018-06-05 07:46:00,2018-06-05 06:46:00,2.6,"high-tide"
2018-06-05 13:27:00,2018-06-05 12:27:00,1.4,"low-tide"
2018-06-05 20:09:00,2018-06-05 19:09:00,2.7,"high-tide"
2018-06-06 02:19:00,2018-06-06 01:19:00,1.3,"low-tide"
2018-06-06 08:50:00,2018-06-06 07:50:00,2.5,"high-tide"
2018-06-06 14:34:00,2018-06-06 13:34:00,1.5,"low-tide"
2018-06-06 21:14:00,2018-06-06 20:14:00,2.7,"high-tide"
2018-06-07 03:28:00,2018-06-07 02:28:00,1.3,"low-tide"
2018-06-07 10:00:00,2018-06-07 09:00:00,2.5,"high-tide"
2018-06-07 15:50:00,2018-06-07 14:50:00,1.5,"low-tide"
2018-06-07 22:23:00,2018-06-07 21:23:00,2.7,"high-tide"
2018-06-08 04:36:00,2018-06-08 03:36:00,1.3,"low-tide"
2018-06-08 11:06:00,2018-06-08 10:06:00,2.7,"high-tide"
2018-06-08 17:00:00,2018-06-08 16:00:00,1.3,"low-tide"
2018-06-08 23:25:00,2018-06-08 22:25:00,2.8,"high-tide"
2018-06-09 05:35:00,2018-06-09 04:35:00,1.1,"low-tide"
2018-06-09 12:02:00,2018-06-09 11:02:00,2.8,"high-tide"
2018-06-09 17:58:00,2018-06-09 16:58:00,1.2,"low-tide"
2018-06-10 00:20:00,2018-06-09 23:20:00,2.9,"high-tide"
2018-06-10 06:25:00,2018-06-10 05:25:00,1,"low-tide"
2018-06-10 12:51:00,2018-06-10 11:51:00,3,"high-tide"
2018-06-10 18:48:00,2018-06-10 17:48:00,1,"low-tide"
2018-06-11 01:10:00,2018-06-11 00:10:00,3.1,"high-tide"
2018-06-11 07:11:00,2018-06-11 06:11:00,0.8,"low-tide"
2018-06-11 13:37:00,2018-06-11 12:37:00,3.2,"high-tide"
2018-06-11 19:36:00,2018-06-11 18:36:00,0.8,"low-tide"
2018-06-12 01:58:00,2018-06-12 00:58:00,3.2,"high-tide"
2018-06-12 07:56:00,2018-06-12 06:56:00,0.6,"low-tide"
2018-06-12 14:24:00,2018-06-12 13:24:00,3.3,"high-tide"
2018-06-12 20:22:00,2018-06-12 19:22:00,0.6,"low-tide"
2018-06-13 02:46:00,2018-06-13 01:46:00,3.3,"high-tide"
2018-06-13 08:41:00,2018-06-13 07:41:00,0.5,"low-tide"
2018-06-13 15:11:00,2018-06-13 14:11:00,3.5,"high-tide"
2018-06-13 21:09:00,2018-06-13 20:09:00,0.5,"low-tide"
2018-06-14 03:35:00,2018-06-14 02:35:00,3.4,"high-tide"
2018-06-14 09:27:00,2018-06-14 08:27:00,0.5,"low-tide"
2018-06-14 15:58:00,2018-06-14 14:58:00,3.6,"high-tide"
2018-06-14 21:55:00,2018-06-14 20:55:00,0.4,"low-tide"
2018-06-15 04:23:00,2018-06-15 03:23:00,3.4,"high-tide"
2018-06-15 10:12:00,2018-06-15 09:12:00,0.5,"low-tide"
2018-06-15 16:46:00,2018-06-15 15:46:00,3.6,"high-tide"
2018-06-15 22:43:00,2018-06-15 21:43:00,0.4,"low-tide"
2018-06-16 05:13:00,2018-06-16 04:13:00,3.4,"high-tide"
2018-06-16 10:58:00,2018-06-16 09:58:00,0.6,"low-tide"
2018-06-16 17:36:00,2018-06-16 16:36:00,3.5,"high-tide"
2018-06-16 23:32:00,2018-06-16 22:32:00,0.5,"low-tide"
2018-06-17 06:04:00,2018-06-17 05:04:00,3.3,"high-tide"
2018-06-17 11:47:00,2018-06-17 10:47:00,0.7,"low-tide"
2018-06-17 18:27:00,2018-06-17 17:27:00,3.4,"high-tide"
2018-06-18 00:25:00,2018-06-17 23:25:00,0.6,"low-tide"
2018-06-18 06:58:00,2018-06-18 05:58:00,3.1,"high-tide"
2018-06-18 12:39:00,2018-06-18 11:39:00,0.9,"low-tide"
2018-06-18 19:22:00,2018-06-18 18:22:00,3.3,"high-tide"
2018-06-19 01:22:00,2018-06-19 00:22:00,0.8,"low-tide"
2018-06-19 07:56:00,2018-06-19 06:56:00,3,"high-tide"
2018-06-19 13:37:00,2018-06-19 12:37:00,1,"low-tide"
2018-06-19 20:22:00,2018-06-19 19:22:00,3.1,"high-tide"
2018-06-20 02:26:00,2018-06-20 01:26:00,1,"low-tide"
2018-06-20 08:59:00,2018-06-20 07:59:00,2.8,"high-tide"
2018-06-20 14:44:00,2018-06-20 13:44:00,1.2,"low-tide"
2018-06-20 21:25:00,2018-06-20 20:25:00,3,"high-tide"
2018-06-21 03:37:00,2018-06-21 02:37:00,1.1,"low-tide"
2018-06-21 10:05:00,2018-06-21 09:05:00,2.8,"high-tide"
2018-06-21 16:00:00,2018-06-21 15:00:00,1.2,"low-tide"
2018-06-21 22:33:00,2018-06-21 21:33:00,2.9,"high-tide"
2018-06-22 04:48:00,2018-06-22 03:48:00,1.1,"low-tide"
2018-06-22 11:12:00,2018-06-22 10:12:00,2.8,"high-tide"
2018-06-22 17:14:00,2018-06-22 16:14:00,1.2,"low-tide"
2018-06-22 23:38:00,2018-06-22 22:38:00,2.9,"high-tide"
2018-06-23 05:50:00,2018-06-23 04:50:00,1.1,"low-tide"
2018-06-23 12:11:00,2018-06-23 11:11:00,2.9,"high-tide"
2018-06-23 18:15:00,2018-06-23 17:15:00,1.2,"low-tide"
2018-06-24 00:35:00,2018-06-23 23:35:00,2.9,"high-tide"
2018-06-24 06:42:00,2018-06-24 05:42:00,1.1,"low-tide"
2018-06-24 13:02:00,2018-06-24 12:02:00,3,"high-tide"
2018-06-24 19:07:00,2018-06-24 18:07:00,1.1,"low-tide"
2018-06-25 01:25:00,2018-06-25 00:25:00,2.9,"high-tide"
2018-06-25 07:27:00,2018-06-25 06:27:00,1,"low-tide"
2018-06-25 13:48:00,2018-06-25 12:48:00,3,"high-tide"
2018-06-25 19:53:00,2018-06-25 18:53:00,1,"low-tide"
2018-06-26 02:10:00,2018-06-26 01:10:00,3,"high-tide"
2018-06-26 08:08:00,2018-06-26 07:08:00,0.9,"low-tide"
2018-06-26 14:31:00,2018-06-26 13:31:00,3.1,"high-tide"
2018-06-26 20:35:00,2018-06-26 19:35:00,0.9,"low-tide"
2018-06-27 02:51:00,2018-06-27 01:51:00,3,"high-tide"
2018-06-27 08:46:00,2018-06-27 07:46:00,0.9,"low-tide"
2018-06-27 15:11:00,2018-06-27 14:11:00,3.2,"high-tide"
2018-06-27 21:13:00,2018-06-27 20:13:00,0.9,"low-tide"
2018-06-28 03:30:00,2018-06-28 02:30:00,3,"high-tide"
2018-06-28 09:21:00,2018-06-28 08:21:00,0.9,"low-tide"
